City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
128,geraldton,-28.7667,114.6,283.38,93,40,4.12,AU,1693844695
129,quelimane,-17.8786,36.8883,297.12,78,0,4.12,MZ,1693844696
130,atafu village,-8.5421,-172.5159,301.3,77,7,6.49,TK,1693844696
131,dalandzadgad,43.5708,104.425,296.43,28,18,3.36,MN,1693844697
132,st. john's,47.5649,-52.7093,295.81,69,75,4.63,CA,1693844473
133,aasiaat,68.7098,-52.8699,276.27,58,100,12.55,GL,1693844698
134,villarrica,-25.75,-56.4333,289.7,95,100,4.08,PY,1693844698
135,battagram,34.6772,73.0233,295.52,77,56,1.56,PK,1693844699
136,sao joao do paraiso,-15.3136,-42.0144,303.04,35,10,3.84,BR,1693844699
137,quellon,-43.1167,-73.6167,281.29,76,75,1.54,CL,1693844700
138,port lincoln,-34.7333,135.8667,285.69,65,63,7.96,AU,1693844700
139,nagqu,31.5,92,276.97,84,100,2.14,CN,1693844701
140,fale old settlement,-9.3852,-171.2468,300.68,79,88,6.04,TK,1693844701
141,jinghong,21.991,100.7341,296.1,87,39,1.01,CN,1693844702
142,savonlinna,61.8699,28.88,289.18,77,75,3.09,FI,1693844703
143,guigang,23.0964,109.6092,298.32,86,41,1.79,CN,1693844703
144,coahuayana de hidalgo,18.7,-103.6583,302.21,75,100,0.7,MX,1693844704
145,pitimbu,-7.4706,-34.8086,302.48,59,1,5.18,BR,1693844704
146,antsiranana,-12.2787,49.2917,296.8,75,57,8.38,MG,1693844705
147,poronaysk,49.2167,143.1167,285.67,92,31,2.04,RU,1693844705
148,campos belos,-13.0367,-46.7717,309.55,17,16,1.94,BR,1693844706
149,mount pearl,47.5166,-52.7813,295.35,67,75,4.63,CA,1693844706
150,vilyuchinsk,52.9306,158.4028,283.3,84,6,4.48,RU,1693844708
151,de aar,-30.6497,24.0123,292.73,14,47,6.08,ZA,1693844708
152,mont-joli,48.5839,-68.1921,295.87,78,0,4.12,CA,1693844709
153,kidal,18.4411,1.4078,311.29,25,99,1.81,ML,1693844709
154,tofol,5.3248,163.0078,301.55,75,25,3.3,FM,1693844710
155,hadibu,12.65,54.0333,299.41,81,98,6.13,YE,1693844710
156,mejit,10.2753,170.8646,301.4,79,91,5.52,MH,1693844711
157,howard springs,-12.497,131.047,295.1,86,75,1.35,AU,1693844711
158,fang,19.9169,99.2145,296.18,97,47,0.83,TH,1693844711
159,queenstown,-31.8976,26.8753,292.45,19,66,2.45,ZA,1693844712
160,saldanha,-33.0117,17.9442,286.18,53,7,3.9,ZA,1693844713
161,tshabong,-26.05,22.45,299.73,10,84,3.34,BW,1693844713
162,touros,-5.1989,-35.4608,301.98,55,21,8.49,BR,1693844713
163,badger,64.8,-147.5333,281.29,97,100,1.54,US,1693844714
164,palikir - national government center,6.9248,158.1611,301.19,74,89,4.09,FM,1693844714
165,portland,45.5234,-122.6762,289.26,88,100,1.54,US,1693844514
166,arraial do cabo,-22.9661,-42.0278,302.13,69,0,8.23,BR,1693844715
167,broome,42.2506,-75.833,302.94,70,40,2.57,US,1693844715
168,arno,60.1167,18.6333,290.25,64,15,3.76,SE,1693844716
169,inarajan village,13.2736,144.7484,301.23,94,98,4.4,GU,1693844716
170,muynoq,43.7683,59.0214,292.69,59,97,4.7,UZ,1693844717
171,crane,31.3974,-102.3501,303.74,33,0,8.74,US,1693844717
172,jiexiu,37.0244,111.9125,295.71,68,73,1.11,CN,1693844718
173,xichang,27.8964,102.2634,290.05,68,0,1.13,CN,1693844718
174,nizhnevartovsk,60.9344,76.5531,282.16,93,75,2,RU,1693844719
175,rio grande,-32.035,-52.0986,289.21,97,100,7.8,BR,1693844719
176,selibaby,15.159,-12.1829,304.63,53,90,2.08,MR,1693844720
177,puerto baquerizo moreno,-0.9,-89.6,298.7,83,75,6.69,EC,1693844720
178,atbasar,51.8,68.3333,284.28,89,100,4.43,KZ,1693844720
179,island harbour,50.724,-1.2758,303.23,69,0,6.32,GB,1693844721
180,conception bay south,47.4999,-52.9981,295.68,65,100,4.1,CA,1693844721
181,leua,48.2156,18.6071,296.2,51,49,1.61,SK,1693844722
182,maba,24.6841,113.5984,295.69,93,85,1.21,CN,1693844722
183,champagnole,46.7445,5.9135,302.28,43,43,1.22,FR,1693844723
184,safi,32.1667,-8.8333,297.07,45,46,6.57,MA,1693844723
185,stephenville,32.2207,-98.2023,306.41,48,0,5.14,US,1693844724
186,okhotsk,59.3833,143.3,283.23,64,100,1.2,RU,1693844725
187,hatton,6.8916,80.5955,289.54,96,100,1.39,LK,1693844725
188,nova sintra,14.8667,-24.7167,297.7,77,49,2.65,CV,1693844726
189,kill devil hills,36.0307,-75.676,303.15,68,0,2.06,US,1693844726
190,san patricio,28.017,-97.5169,307.12,53,0,4.56,US,1693844727
191,carbonear,47.7332,-53.2148,294.9,81,81,1.84,CA,1693844727
192,zhosaly,45.4878,64.0781,294.46,39,0,3.59,KZ,1693844728
193,bramming,55.4695,8.7001,294.51,64,1,4.63,DK,1693844728
194,chibougamau,49.9168,-74.3659,295.94,53,0,2.06,CA,1693844729
195,laojunmiao,39.8333,97.7333,296.41,22,96,2.68,CN,1693844729
196,port elizabeth,-33.918,25.5701,289.87,72,20,2.06,ZA,1693844730
197,hasaki,35.7333,140.8333,299.99,90,38,2.27,JP,1693844730
198,bakchar,57.0186,82.0711,285.52,99,89,1.81,RU,1693844731
199,kapuskasing,49.4169,-82.4331,298.2,53,20,4.63,CA,1693844731
200,fisterra,42.9049,-9.2629,293.16,80,81,3.98,ES,1693844732
201,arkhangel'sk,64.5401,40.5433,288.81,85,37,2.12,RU,1693844660
202,acapulco de juarez,16.8634,-99.8901,303.05,70,75,2.06,MX,1693844509
203,melfi,40.9965,15.6514,296.46,35,47,9.97,IT,1693844733
204,alesund,62.4723,6.1549,290.24,94,75,11.32,NO,1693844734
205,ishigaki,24.3448,124.1572,301.22,94,75,4.12,JP,1693844734
206,gadzhiyevo,69.2551,33.3362,285.23,88,100,9.46,RU,1693844735
207,paulo afonso,-9.4061,-38.2147,307.33,23,0,5.68,BR,1693844735
208,sao joao da barra,-21.6403,-41.0511,302.2,77,94,10.69,BR,1693844736
209,voi,-3.3945,38.563,297.67,56,56,7.38,KE,1693844737
210,conde,-7.2597,-34.9075,301.85,58,40,7.2,BR,1693844737
211,howrah,22.5892,88.3103,301.15,89,40,0,IN,1693844738
212,jamestown,42.097,-79.2353,303.16,58,0,5.66,US,1693844662
213,newport,51.5877,-2.9984,302.83,63,32,4.5,GB,1693844739
214,mirnyy,62.5353,113.9611,282.05,60,100,2.05,RU,1693844739
215,bel ombre,-4.6167,55.4167,300.06,83,40,5.66,SC,1693844740
216,sosnovo-ozerskoye,52.5249,111.5418,281.77,84,35,1.1,RU,1693844740
217,la passe,45.5549,-0.8967,310.28,28,9,1.79,FR,1693844741
218,ust'-kulom,61.6864,53.6902,285.66,79,99,1.53,RU,1693844741
219,es castell,39.8795,4.2854,300.53,69,0,6.69,ES,1693844742
220,saint-francois,46.4154,3.9054,307.41,31,0,5.14,FR,1693844743
221,la'ie,21.6477,-157.9253,296.51,86,2,3.19,US,1693844743
222,revda,56.801,59.9303,281.32,81,63,1.1,RU,1693844744
223,colonia,50.9333,6.95,300.91,37,0,3.6,DE,1693844745
224,black river,18.0264,-77.8487,305.03,58,31,3.81,JM,1693844745
225,anadyr,64.75,177.4833,283.43,93,75,5,RU,1693844746
226,constantia,44.1833,28.65,297.53,59,13,7.16,RO,1693844746
227,khuzdar,27.7384,66.6434,303.31,39,0,2.5,PK,1693844747
228,samana,19.2056,-69.3369,305.13,79,75,3.09,DO,1693844747
229,kingston,17.997,-76.7936,305.68,70,20,9.26,JM,1693844675
230,olonkinbyen,70.9221,-8.7187,277.53,91,100,4.73,SJ,1693844748
231,anton lizardo,19.05,-95.9833,304.38,80,72,1.43,MX,1693844749
232,ust'-ilimsk,58.0006,102.6619,286.44,58,86,1.17,RU,1693844749
233,iskateley,67.6803,53.1512,289.54,73,0,4.18,RU,1693844750
234,tukrah,32.5341,20.5791,299.92,66,90,6.62,LY,1693844750
235,jaisalmer,26.9147,70.9181,306.57,31,0,4.66,IN,1693844542
236,rubiataba,-15.1644,-49.8033,308.44,23,80,2.35,BR,1693844729
237,ormara,25.2088,64.6357,299.45,86,0,6.66,PK,1693844752
238,banda aceh,5.5577,95.3222,298.23,92,100,6.32,ID,1693844752
239,minas de marcona,-15.2119,-75.1103,290.54,65,57,6.96,PE,1693844753
240,lobva,59.1854,60.5185,282.54,80,27,1.28,RU,1693844753
241,joao camara,-5.5375,-35.8197,305.72,32,6,8.71,BR,1693844629
242,vyborg,60.7076,28.7528,290.78,77,100,4.17,RU,1693844754
243,kapa'a,22.0752,-159.319,296.33,86,40,2.57,US,1693844495
244,new norfolk,-42.7826,147.0587,283.87,89,100,1.1,AU,1693844755
245,kalmunai,7.4167,81.8167,300.06,75,100,4.04,LK,1693844756
246,serang,-6.1149,106.1502,297.46,73,99,2.25,ID,1693844756
247,vanimo,-2.6741,141.3028,299.11,89,49,3.36,PG,1693844757
248,hauterive,46.0901,3.4459,308.57,25,67,4.04,FR,1693844757
249,mananjary,-21.2167,48.3333,294.44,82,10,2.26,MG,1693844758
250,dzhalagash,45.0833,64.6667,292.57,42,0,3.02,KZ,1693844758
251,venustiano carranza,19.43,-99.0992,293.23,59,100,2.06,MX,1693844697
252,uturoa,-16.7333,-151.4333,297.97,84,45,6.61,PF,1693844759
253,accra,5.556,-0.1969,299.38,83,20,6.17,GH,1693844759
254,tromso,69.6496,18.957,284.16,71,75,8.75,NO,1693844760
255,verkhnyaya pyshma,56.9667,60.5808,281.84,77,32,1.68,RU,1693844760
256,pedernales,18.0384,-71.744,304.36,64,23,3.92,DO,1693844761
257,ugoofaaru,5.6667,73,301.07,73,99,5.68,MV,1693844762
258,lautoka,-17.6167,177.4667,294.07,88,20,1.54,FJ,1693844762
259,kerikeri,-35.2268,173.9474,288.66,93,33,1.34,NZ,1693844763
260,tobelo,1.7284,128.0095,299.32,85,100,1.3,ID,1693844764
261,roven'ky,48.0833,39.3776,292.54,57,100,4.22,UA,1693844764
262,la ronge,55.1001,-105.2842,284.29,87,100,5.66,CA,1693844765
263,yung shue wan,22.2333,114.1167,304.08,75,92,3.56,HK,1693844765
264,anzio,41.4853,12.6179,304.85,55,67,7.23,IT,1693844766
265,alta,69.9689,23.2717,286.74,62,40,1.54,NO,1693844766
266,yelizovo,53.1873,158.3805,283.23,76,0,9,RU,1693844767
267,xianju,28.85,120.7333,297.11,96,93,1.4,CN,1693844768
268,vernon,50.2581,-119.2691,293.83,75,73,1.34,CA,1693844768
269,nova xavantina,-14.6667,-52.35,311.62,19,58,3.38,BR,1693844769
270,ermoupolis,37.4423,24.9425,297.54,64,100,7.72,GR,1693844769
271,madingou,-4.1536,13.55,302.49,53,76,5.53,CG,1693844770
272,itaituba,-4.2761,-55.9836,309.24,41,20,3.09,BR,1693844771
273,bubaque,11.2833,-15.8333,298.49,82,100,7.15,GW,1693844771
274,holualoa,19.6228,-155.9522,294.74,75,20,3.13,US,1693844772
275,cole harbour,44.6724,-63.4751,295.83,82,100,4.63,CA,1693844773
276,viedma,-40.8135,-62.9967,284.04,35,7,3.96,AR,1693844773
277,patong,7.8961,98.2966,300.94,84,100,6.26,TH,1693844774
278,bad harzburg,51.8833,10.5667,298.95,53,8,2.27,DE,1693844774
279,jose bonifacio,-21.0528,-49.6883,306.74,26,77,5.96,BR,1693844775
280,fort bragg,35.139,-79.006,306.43,51,0,1.34,US,1693844776
281,pikalevo,59.5183,34.1664,288.55,63,98,1.6,RU,1693844776
282,ocean city,39.2776,-74.5746,307.14,63,25,2.68,US,1693844777
283,port isabel,26.0734,-97.2086,307.61,65,20,8.23,US,1693844777
284,marsa alam,25.0757,34.8918,303.96,57,3,3.44,EG,1693844778
285,bua yai,15.5855,102.4259,303.74,85,97,1.77,TH,1693844779
286,lebu,-37.6167,-73.65,283.61,59,88,1.71,CL,1693844779
287,damanhur,31.0392,30.4691,301.04,55,0,4.73,EG,1693844705
288,weno,7.4515,151.8468,300.12,94,100,0,FM,1693844781
289,conduaga,8.862,117.4893,299.86,82,100,1.47,PH,1693844781
290,puri,19.8,85.85,300.44,81,100,1.14,IN,1693844782
291,alausi,-2.2,-78.8333,286.44,75,100,1.69,EC,1693844783
292,puerto varas,-41.3195,-72.9854,281.27,76,40,2.57,CL,1693844783
293,terrace,54.5163,-128.6035,286.05,71,100,1.54,CA,1693844784
294,sao felix do xingu,-6.6447,-51.995,311.46,18,5,2.52,BR,1693844784
295,sao jose da coroa grande,-8.8978,-35.1478,300.75,63,19,5.02,BR,1693844785
296,coquimbo,-29.9533,-71.3436,292,52,0,1.54,CL,1693844785
297,rio verde de mato grosso,-18.9181,-54.8442,311.51,21,64,6.7,BR,1693844786
298,lolodorf,3.2333,10.7333,295.96,95,76,1.6,CM,1693844786
299,sierra madre,34.1617,-118.0528,295.66,69,75,1.34,US,1693844787
300,oranjemund,-28.55,16.4333,286.35,73,15,6.23,NA,1693844788
301,bikenibeu village,1.3673,173.1241,301.13,78,75,4.12,KI,1693844788
302,mili,6.0815,171.735,301.52,75,82,3.8,MH,1693844789
303,dubasari,47.2631,29.1608,293.59,57,90,6.67,MD,1693844789
304,cabo san lucas,22.8909,-109.9124,307.38,70,0,1.54,MX,1693844790
305,sinop,41.7711,34.8709,290.84,90,49,1.78,TR,1693844790
306,manat,7.5327,126.0173,296.74,94,93,0.95,PH,1693844791
307,hazro city,33.9091,72.4921,304.58,41,0,2.88,PK,1693844791
308,rhosllanerchrugog,53.0097,-3.0581,301.53,61,0,2.57,GB,1693844793
309,jiehu,35.5428,118.455,292.89,78,2,1.49,CN,1693844793
310,taitung city,22.7583,121.1444,300.17,91,100,1.23,TW,1693844794
311,kalemie,-5.9475,29.1947,299.13,56,97,1.71,CD,1693844794
312,myskhako,44.6714,37.7433,295.03,84,51,2.93,RU,1693844795
313,chaman,30.9236,66.4512,300.67,7,0,2.51,PK,1693844795
314,bushehr,28.9684,50.8385,307.2,66,0,4.12,IR,1693844796
315,kramfors,62.9316,17.7765,290.04,67,0,8.75,SE,1693844796
316,isangel,-19.55,169.2667,295.2,89,70,4.5,VU,1693844797
317,nouadhibou,20.931,-17.0347,301.14,57,9,9.26,MR,1693844797
318,lianshan,40.7643,120.8533,294.61,91,34,2.63,CN,1693844798
319,ribeira brava,32.65,-17.0667,300.44,51,75,5.37,PT,1693844798
320,sangre grande,10.5835,-61.1177,307.18,100,5,4.77,TT,1693844799
321,berrechid,33.2655,-7.5875,299.98,54,40,8.23,MA,1693844799
322,monticello,45.3055,-93.7941,304.81,51,0,5.14,US,1693844700
323,flekkefjord,58.2971,6.6607,292.01,76,20,4.2,NO,1693844800
324,isla mujeres,21.2311,-86.731,304.18,69,21,3.53,MX,1693844801
325,wabag,-5.4781,143.7021,286.68,98,98,0.21,PG,1693844801
326,kolonia,50.9333,6.95,301.16,38,0,3.6,DE,1693844799
327,katsuura,35.1333,140.3,299.36,90,39,2.22,JP,1693844802
328,aykhal,66,111.5,276.04,99,100,1.85,RU,1693844604
329,les anglais,18.3054,-74.2197,304.64,65,31,4.29,HT,1693844803
330,agenebode,7.106,6.6966,298.25,92,99,1.45,NG,1693844803
331,macau,22.2006,113.5461,304.18,84,20,0,MO,1693844804
332,kandalaksha,67.162,32.4123,283.66,89,78,4.47,RU,1693844805
333,juliaca,-15.5,-70.1333,286.14,15,0,1.61,PE,1693844805
334,remire-montjoly,4.9167,-52.2667,304.17,70,75,2.06,GF,1693844805
335,klyuchi,52.2667,79.1667,284.91,85,70,1.53,RU,1693844806
336,reggane,26.7158,0.1714,316.75,12,43,3.82,DZ,1693844806
337,labrador city,52.9463,-66.9114,292.1,45,75,1.03,CA,1693844807
338,gizo,-8.103,156.8419,299.62,87,19,4.76,SB,1693844807
339,dalbandin,28.8947,64.4101,305.24,6,0,2.09,PK,1693844808
340,telese,41.2173,14.5277,300.81,39,100,9.79,IT,1693844808
341,odienne,9.51,-7.5692,299.8,80,96,1.79,CI,1693844809
342,carnarvon,-24.8667,113.6333,290.96,70,0,8.48,AU,1693844809
343,upington,-28.4478,21.2561,293.36,22,0,3.6,ZA,1693844810
344,hithadhoo,-0.6,73.0833,301.5,70,95,5.55,MV,1693844811
345,el granada,37.5027,-122.4694,293.95,85,100,3.09,US,1693844812
346,tomatlan,19.9333,-105.25,303.29,69,99,1.66,MX,1693844660
347,raduzhny,62.0961,77.475,281.51,90,16,3.45,RU,1693844813
348,kirishi,59.4471,32.0205,290.33,61,60,2.71,RU,1693844813
